Publication Name,Parent Company,City,State,Type,Audit Source,Report Date,Sun/Sat,Wkdy
Columbus Parent Magazine,Dispatch Printing Company,Columbus,OH,WKL,CAC,06/2013-AR,,"44,654"
Columbus Telegram,"Lee Enterprises, Incorporated",Columbus,NE,CND,AAM,03/2014-AR,"8,155","7,199"
Commercial Appeal,E.W. Scripps Co.,Memphis,TN,DLY,AAM,09/2013-AR,"128,864","94,723"
Commercial Construction & Renovation,F&J Publications LLC,Suwanee,GA,WKL,CAC,06/2013-AR,,"8,195"
Community News,North Jersey Media Group,Fairlawn,NJ,WKL,AAM,12/2013-AR,,"49,350"
Community News - Metro Group,GateHouse Media,Needham,MA,WKL,AAM,See Reports,,
Community News - Northwest Group,GateHouse Media,Needham,MA,WKL,AAM,See Reports,,
Community News - West Group,GateHouse Media,Needham,MA,WKL,AAM,See Reports,,
Comox Valley Record,"Black Press Group, Ltd.",Courtenay,BC,WKL,AAM,03/2014-AR,,"21,115"
Concord Journal,GateHouse Media,Concord,MA,WKL,AAM,03/2013-AR,,"3,971"
Concord Monitor,Concord Monitor,Concord,NH,DLY,CAC,06/2012-AR,"17,296","15,675"
Connecticut Post,Hearst Newspapers,Fairfield County (Bridgeport P.O.),CT,DLY,AAM,09/2013-AR,"62,452","45,695"
Connecticut Post-Fairfield Citizen,Hearst Newspapers,Fairfield County (Bridgeport P.O.),CT,BE,AAM,09/2013-AR,,"2,726"
Connecticut Post-Westport News,Hearst Newspapers,Fairfield County (Bridgeport P.O.),CT,BE,AAM,09/2013-AR,,"3,706"
Coon Rapids Herald,ECM Publishers Inc.,Coon Rapids,MN,WKL,CAC,12/2012-AR,,"2,374"
Corpus Christi Caller-Times,E.W. Scripps Co.,Corpus Christi,TX,DLY,AAM,03/2013-AR,"55,804","42,864"
Corvallis Gazette-Times,"Lee Enterprises, Incorporated",Corvallis,OR,CND,AAM,12/2012-AR,"10,456","10,421"
Coshocton Tribune,Gannett Company Inc.,Coshocton,OH,CND,AAM,06/2013-AR,"4,787","3,818"
Country Gazette,GateHouse Media,Needham,MA,WKL,AAM,03/2014-AR,,"24,822"
County Press,JAMS Media LLC,Lapeer,MI,WKL,AAM,09/2012-AR,"9,652","6,567"
COUPON CLIPS,"Cox Media Group Ohio, Inc.",Dayton,OH,WKL,AAM,03/2014-AR,"185,192",
Courier,1013 Star Communication,Conroe,TX,CND,AAM,09/2012-AR,"8,994","9,244"
Courier,Halifax Media Holdings LLC,Houma,LA,DLY,AAM,12/2013-AR,"14,633","11,424"
Courier Herald,Courier Herald Publishing Company,Dublin,GA,CND,AAM,12/2012-AR,,"9,204"
Courier News,Gannett Company Inc.,Bridgewater,NJ,CND,AAM,03/2014-AR,"16,080","12,489"
Courier-Journal,Gannett Company Inc.,Louisville,KY,DLY,AAM,09/2013-AR,"186,206","139,225"
Courier-Journal-Yes! Your Essential Shopper,Gannett Company Inc.,Louisville,KY,BE,AAM,09/2013-AR,"36,893",
Courier-Post,Gannett Company Inc.,Cherry Hill-Camden,NJ,DLY,AAM,12/2012-AR,"59,127","44,148"
Coventry Courier,Southern Rhode Island Newspapers,Wakefield,RI,WKL,CAC,06/2013-AR,,464
Covington/Maple Valley/Black Diamond Rep,Sound Publishing,Maple Valley,WA,WKL,CAC,03/2012-AR,,"24,097"
Cowichan News Leader Pictorial,"Black Press Group, Ltd.",Duncan,BC,WKL,AAM,03/2014-AR,,"21,352"
Cox Ohio Publishing - Daily Newspapers,"Cox Media Group Ohio, Inc.",Dayton,OH,DLY,AAM,03/2013-AR,,"90,127"
Cox Ohio Publishing - Daily Newspapers-Sunday Value,"Cox Media Group Ohio, Inc.",Dayton,OH,BE,AAM,03/2013-AR,,
Cranberry Eagle,Eagle Printing Company,Butler,PA,WKL,AAM,03/2014-AR,"21,710","21,647"
Cranbury Press,"The Princeton Packet, Inc.",Princeton,NJ,WKL,CAC,06/2012-AR,,"2,936"
Crescent-News,Defiance Publishing Co.,Defiance,OH,CND,AAM,06/2012-AR,"17,560","16,088"
Crisfield-Somerset County Times,Independent Newsmedia Inc USA,Crisfield,MD,WKL,CAC,12/2012-AR,,"1,438"
Crow River Life (Free Section),ECM Sun Group LLC,Osseo,MN,WKL,CAC,09/2012-AR,,"14,497"
Crow River News,ECM Sun Group LLC,Osseo,MN,WKL,CAC,09/2012-AR,,"7,373"
Crystal/Robbinsdale,ECM-Sun Group LLC,Eden Prairie,MN,WKL,CAC,09/2012-AR,,"11,155"
Culpeper Star-Exponent,"BH Media Group Holdings, Inc.",Culpeper,VA,CND,AAM,03/2012-AR,"6,052","5,871"
Culpeper Times,Virginia News Group,Warrenton,VA,WKL,CAC,09/2013-AR,,"10,116"
Cumberland Times News,"Community Newspaper Holdings, Inc. (CNHI)",Cumberland,MD,DLY,AAM,09/2012-AR,"25,005","23,188"
Current of Downbeach,Catamaran Media,Egg Harbor Twp,NJ,WKL,CAC,09/2013-AR,,"8,575"
Current of Egg Harbor Twp.,Catamaran Media,Egg Harbor Twp,NJ,WKL,CAC,09/2013-AR,,"14,417"
Current of Galloway/Port Republic,Catamaran Media,Egg Harbor Twp,NJ,WKL,CAC,09/2013-AR,,"11,244"
Current of Hamilton/Mays Landing,Catamaran Media,Egg Harbor Twp,NJ,WKL,CAC,09/2013-AR,,"6,847"
Current of Linwood-Northfield-Somers,Catamaran Media,Egg Harbor Twp,NJ,WKL,CAC,09/2013-AR,,"10,748"
Current of Pleasantville,Catamaran Media,Egg Harbor Twp,NJ,WKL,CAC,09/2013-AR,,"7,494"
Cuyahoga Falls News-Press,Dix Communications,Ravenna,OH,WKL,CAC,03/2012-AR,,"22,231"
Daily Advance,"Cooke North Carolina Communications, LLC.",Elizabeth City,NC,CND,AAM,12/2013-AR,"9,044","9,526"
Daily Advertiser Sunday Advertiser,Gannett Company Inc.,Lafayette,LA,DLY,AAM,03/2013-AR,"39,397","28,163"
Daily American,Daily American,Somerset,PA,CND,AAM,06/2013-AR,,"12,139"
Daily American Republic,"Butler Co. Publishing, Inc.",Poplar Bluff,MO,DLY,CAC,09/2013-AR,"9,597","8,326"
"Daily Camera, Sunday Camera","MediaNews Group, Inc.",Boulder,CO,DLY,AAM,09/2012-AR,"34,935","30,372"
"Daily Camera, Sunday Camera-Coloradodaily.Com","MediaNews Group, Inc.",Boulder,CO,BE,AAM,09/2012-AR,,"1,467"
"Daily Camera, Sunday Camera-Enterprise","MediaNews Group, Inc.",Boulder,CO,BE,AAM,09/2012-AR,"4,399","4,069"
Daily Chronicle,Shaw Media,DeKalb,IL,CND,AAM,06/2013-AR,"9,284","8,681"
Daily Citizen,"Lee Enterprises, Incorporated",Beaver Dam,WI,CND,AAM,06/2013-AR,"9,589","8,128"
Daily Comet,Halifax Media Holdings LLC,Thibodaux,LA,DLY,AAM,12/2013-AR,,"7,834"
Daily Commercial,"Halifax Media Group, LLC",Leesburg,FL,CND,AAM,03/2013-AR,"18,183","18,906"
Daily Courier,Continental Newspapers (Canada) Ltd.,Kelowna,BC,CND,AAM,12/2012-AR,"12,781","12,604"
Daily Democrat,"MediaNews Group, Inc.",Woodland,CA,CND,AAM,06/2013-AR,"8,639","8,450"
Daily Freeman Journal,"Ogden Newspapers, Inc.",Webster City,IA,CND,AAM,06/2013-AR,,"2,226"
"Daily Freeman, Sunday Freeman",21st Century Media,Kingston,NY,CND,AAM,09/2013-AR,"17,469","13,916"
Daily Gazette,Daily Gazette Co.,Schenectady,NY,DLY,AAM,12/2013-AR,"59,155","57,385"
Daily Gazette & Sauk Valley Weekend,B. F. Shaw Printing Company,Sterling-Rock Falls,IL,DLY,AAM,09/2013-AR,"17,526","10,417"
Daily Hampshire Gazette,H.S Gere & Sons Inc.,Northampton,MA,CND,AAM,12/2012-AR,"16,570","15,302"
Daily Herald,"Lee Enterprises, Incorporated",Provo,UT,DLY,AAM,09/2013-AR,"34,304","27,427"
Daily Herald Tribune,Sun Media Corporation,Grande Prairie,AB,DLY,AAM,09/2012-AR,,"5,240"
"Daily Herald, The Sunday Herald","Paddock Publications, Inc.",Arlington Heights,IL,DLY,AAM,03/2013-AR,"102,293","94,740"
Daily Inter Lake,"Hagadone Montana Publishing, LLC",Kalispell,MT,DLY,CAC,03/2013-AR,"16,538","16,701"
Daily Item,"Community Newspaper Holdings, Inc. (CNHI)",Sunbury,PA,CND,AAM,12/2013-AR,"22,586","21,019"
Daily Journal,Gannett Company Inc.,Vineland-Millville (Cumberland County),NJ,CND,AAM,12/2011-AR,"15,491","13,167"
Daily Journal,"Lee Enterprises, Incorporated",Park Hills,MO,CND,AAM,12/2013-AR,"5,925","5,289"
Daily Journal,Home News Enterprises LLC,Franklin,IN,DLY,CAC,03/2014-AR,"12,904","11,240"
Daily Local News,21st Century Media,West Chester,PA,CND,AAM,09/2012-AR,"25,420","24,999"
Daily Mail,Johnson Newspaper Corp.,Catskill,NY,CND,AAM,09/2012-AR,"2,555","2,446"
Daily Mining Gazette,"Nutting Newspapers, Inc.",Houghton,MI,CND,AAM,03/2014-AR,"6,897","6,639"
Daily Mountain Eagle,Daily Mountain Eagle,Jasper,AL,DLY,AAM,12/2011-AR,"9,682","9,592"
Daily News,"Community Newspaper Holdings, Inc. (CNHI)",Newburyport,MA,CND,AAM,12/2012-AR,,"9,702"
Daily News,New York Daily News,New York,NY,DLY,AAM,09/2013-AR,"560,552","501,130"
Daily News,"Lee Enterprises, Incorporated",Longview,WA,CND,AAM,12/2012-AR,"21,513","22,784"
Daily News,"MediaNews Group, Inc.",Los Angeles,CA,DLY,AAM,03/2013-AR,"95,019","83,922"
Daily News,News Publishing LLC,Bowling Green,KY,CND,AAM,06/2012-AR,"23,632","19,430"
Daily News Journal,Gannett Company Inc.,Murfreesboro,TN,CND,AAM,09/2013-AR,"15,224","10,517"
Daily News-Beach Reporter,"MediaNews Group, Inc.",Los Angeles,CA,BE,AAM,Click Qtrly,,
Daily News-Bulletin Express,"MediaNews Group, Inc.",Los Angeles,CA,BE,AAM,Click Qtrly,,
Daily News-Daily Breeze,"MediaNews Group, Inc.",Los Angeles,CA,BE,AAM,Click Qtrly,,
Daily News-Daily Bulletin,"MediaNews Group, Inc.",Los Angeles,CA,BE,AAM,Click Qtrly,,
Daily News-Daily Facts,"MediaNews Group, Inc.",Los Angeles,CA,BE,AAM,Click Qtrly,,
Daily News-Gazette,"MediaNews Group, Inc.",Los Angeles,CA,BE,AAM,03/2013-AR,,"16,693"
Daily News-Highlander,"MediaNews Group, Inc.",Los Angeles,CA,BE,AAM,Click Qtrly,,
Daily News-Impacto Usa,"MediaNews Group, Inc.",Los Angeles,CA,BE,AAM,03/2013-AR,,"17,989"
Daily News-Palos Verdes Peninsula News,"MediaNews Group, Inc.",Los Angeles,CA,BE,AAM,Click Qtrly,,
Daily News-Press-Telegram,"MediaNews Group, Inc.",Los Angeles,CA,BE,AAM,Click Qtrly,,
Daily News-Record,Rockingham Publishing Co. Inc.,Harrisonburg,VA,DLY,AAM,03/2014-AR,"26,419","25,150"
Daily News-San Gabriel Valley Tribune,"MediaNews Group, Inc.",Los Angeles,CA,BE,AAM,Click Qtrly,,
Daily News-Star-News,"MediaNews Group, Inc.",Los Angeles,CA,BE,AAM,Click Qtrly,,
Daily News-Sunday Values,New York Daily News,New York,NY,BE,AAM,09/2013-AR,"54,828",
Daily News-The Star,"MediaNews Group, Inc.",Los Angeles,CA,BE,AAM,Click Qtrly,,
Daily News-The Sun,"MediaNews Group, Inc.",Los Angeles,CA,BE,AAM,Click Qtrly,,
Daily News-The Weekend Spotlight,"MediaNews Group, Inc.",Los Angeles,CA,BE,AAM,Click Qtrly,,
Daily News-Whittier Daily News,"MediaNews Group, Inc.",Los Angeles,CA,BE,AAM,Click Qtrly,,
Daily Oakland Press,21st Century Media,Pontiac,MI,DLY,AAM,03/2013-AR,"69,766","49,119"
Daily Oakland Press-The Oakland Plus,21st Century Media,Pontiac,MI,BE,AAM,03/2013-AR,"3,293",
Daily Press,Tribune Publishing Company,Newport News-Hampton-Williamsburg,VA,DLY,AAM,12/2013-AR,"86,116","57,938"
Daily Press,"Nutting Newspapers, Inc.",Escanaba,MI,CND,AAM,03/2014-AR,"7,083","6,564"
Daily Press,"LMG Narional Publishing, Inc.",Victorville,CA,DLY,CAC,12/2012-AR,"24,795","19,446"
Daily Progress,"BH Media Group Holdings, Inc.",Charlottesville,VA,DLY,AAM,09/2012-AR,"24,773","21,809"
Daily Record,Daily Record,Wooster,OH,CND,AAM,03/2014-AR,"20,450","19,199"
Daily Record,Gannett Company Inc.,Morristown-Parsippany,NJ,CND,AAM,12/2012-AR,"23,468","19,521"
Daily Reflector,"Cooke North Carolina Communications, LLC.",Greenville,NC,CND,AAM,12/2013-AR,"18,868","20,636"
Daily Republic,McNaughton Newspapers,Fairfield,CA,DLY,CAC,06/2012-AR,"26,329",
Daily Sentinel,Seaton Publishing Company Inc.,Grand Junction,CO,DLY,AAM,09/2012-AR,"26,895","24,773"
Daily Sentinel,Rome Sentinel Company,Rome,NY,CND,AAM,12/2013-AR,,"9,877"
Daily Star,"Community Newspaper Holdings, Inc. (CNHI)",Oneonta,NY,DLY,AAM,12/2013-AR,,"10,715"
Daily Telegram,GateHouse Media,Adrian,MI,CND,AAM,03/2012-AR,"15,111","12,947"
Daily Times,"MediaNews Group, Inc.",Farmington,NM,CND,AAM,06/2013-AR,"17,881","16,127"
Daily Times,Gannett Company Inc.,Salisbury,MD,CND,AAM,12/2012-AR,"22,974","16,677"
Daily Times-Call,"MediaNews Group, Inc.",Longmont,CO,CND,AAM,09/2012-AR,"23,566","18,933"
Daily Tribune,Gannett Company Inc.,Wisconsin Rapids,WI,CND,AAM,06/2013-AR,,"7,840"
Daily Tribune,21st Century Media,Royal Oak,MI,CND,AAM,03/2013-AR,"6,033","5,419"
Daily Tribune News,"Cleveland Newspapers, Inc.",Cartersville,GA,CND,AAM,09/2013-AR,"5,957","5,419"
Daily World,Gannett Company Inc.,Opelousas,LA,CND,AAM,12/2013-AR,"6,446","5,234"
The Daily World,Stephens Media Group,Aberdeen,WA,DLY,CAC,03/2014-AR,"7,641","7,671"
Dallas Morning News,A.H. Belo Corporation,Dallas,TX,DLY,AAM,03/2013-AR,"699,209","409,696"
Dallas Morning News-Al Dia,A.H. Belo Corporation,Dallas,TX,BE,AAM,03/2013-AR,"124,975","99,787"
Dallas Morning News-Briefing,A.H. Belo Corporation,Dallas,TX,BE,AAM,03/2013-AR,"202,159","202,115"
Dallas Morning News-Denton Record-Chronicle,A.H. Belo Corporation,Dallas,TX,BE,AAM,03/2013-AR,"11,666","11,642"
Danvers Herald,GateHouse Media,Danvers,MA,WKL,AAM,03/2013-AR,,"2,347"
Danville Register & Bee,"BH Media Group Holdings, Inc.",Danville,VA,CND,AAM,03/2013-AR,"17,107","14,121"
DASH,,New York,NY,DLY,AAM,See Reports,,
Davis Enterprise,Davis Enterprise,Davis,CA,DLY,CAC,06/2013-AR,"8,163","8,110"
Day,The Day,New London,CT,DLY,AAM,06/2012-AR,"28,851","24,815"
Dayton Daily News,"Cox Media Group Ohio, Inc.",Dayton,OH,DLY,AAM,03/2013-AR,"153,426","90,127"
Dayton Daily News-Sunday Value,"Cox Media Group Ohio, Inc.",Dayton,OH,BE,AAM,03/2013-AR,"24,579",
Dayton Daily News/Springfield News-Sun,"Cox Media Group Ohio, Inc.",Dayton,OH,DLY,AAM,03/2013-AR,"178,876","90,127"
Dayton Daily News/Springfield News-Sun-Sunday Value,"Cox Media Group Ohio, Inc.",Dayton,OH,BE,AAM,03/2013-AR,,
Daytona Beach News-Journal,Halifax Media Holdings LLC,Daytona Beach,FL,DLY,AAM,03/2013-AR,"82,597","65,834"
Decatur Daily,"Tennessee Valley Printing Co., Inc.",Decatur,AL,CND,AAM,12/2013-AR,"21,360","17,231"
Decatur/Tucker and Stone,"Neighbor Newspapers, Inc.",Marietta,GA,WKL,CAC,12/2012-AR,,"43,589"
Del Rio News-Herald,"Southern Newspapers, Inc.",Del Rio,TX,DLY,CAC,03/2013-AR,"3,997","3,874"
Delaware Coast Press,Gannett Newspapers,Bethany Beach,DE,WKL,CAC,12/2013-AR,,"18,539"
Delaware County Daily Times,21st Century Media,Primos/Upper Darby,PA,DLY,AAM,06/2012-AR,"30,758","32,904"
Delaware County Metro Edition,"Philadelphia Tribune Company, Inc.",Philadelphia,PA,WKL,AAM,09/2012-AR,,"15,271"
Delaware Real Estate Now,Independent Newsmedia Inc USA,Dover,DE,WKL,CAC,12/2012-AR,,"20,922"
Delaware State News,Independent Newsmedia Inc USA,Dover,DE,DLY,CAC,12/2012-AR,"17,003","11,875"
Delta Democrat Times,Emmerich Newspapers Inc.,Greenville,MS,CND,AAM,09/2012-AR,"7,132","6,086"
Democrat And Chronicle,Gannett Company Inc.,Rochester,NY,DLY,AAM,09/2013-AR,"142,221","104,214"
Democrat And Chronicle-Yes! Your Essential Shopper,Gannett Company Inc.,Rochester,NY,BE,AAM,09/2013-AR,"9,094",
The Denver Post/The Sunday Denver Post,"MediaNews Group, Inc.",Denver,CO,DLY,AAM,03/2013-AR,"615,315","414,673"
The Denver Post/The Sunday Denver Post-Sunday Select,"MediaNews Group, Inc.",Denver,CO,BE,AAM,03/2013-AR,"81,869",
The Denver Post/The Sunday Denver Post-Viva Colorado,"MediaNews Group, Inc.",Denver,CO,BE,AAM,03/2013-AR,,"50,363"
Des Moines Register,Gannett Company Inc.,Des Moines,IA,DLY,AAM,06/2013-AR,"172,581","97,971"
Des Moines Register-Yes! Your Essential Shopper,Gannett Company Inc.,Des Moines,IA,BE,AAM,06/2013-AR,"19,752",
Deseret Morning News,Newspaper Agency Corporation,West Valley City,UT,DLY,AAM,09/2013-AR,"183,153","110,879"
Deseret Morning News-Money Bags,Newspaper Agency Corporation,West Valley City,UT,BE,AAM,Click Qtrly,,
Desert Dispatch,"LMG National Publishing, Inc.",Victorville,CA,DLY,CAC,12/2012-AR,,"2,190"
Desert Sun,Gannett Company Inc.,Palm Springs-Palm Desert,CA,DLY,AAM,03/2013-AR,"44,356","36,583"
Detroit Free Press,"Gannett Company Inc./MediaNews Group, Inc.",Detroit,MI,DLY,AAM,03/2013-AR,"700,933","212,480"
Detroit Free Press-Your Essential Shopper,"Gannett Company Inc./MediaNews Group, Inc.",Detroit,MI,BE,AAM,Click Qtrly,,
Detroit News Detroit Free Press,"Gannett Company Inc./MediaNews Group, Inc.",Detroit,MI,DLY,AAM,03/2013-AR,"287,816","331,005"
Detroit News Detroit Free Press-Select,"Gannett Company Inc./MediaNews Group, Inc.",Detroit,MI,BE,AAM,03/2013-AR,"268,637",
Dexter Leader,Heritage Newspapers,Dexter,MI,WKL,CAC,03/2014-AR,,"1,460"
Diario De Mexico Edicion USA,Grupo Braca de communicacion S.A. de C.V.,New York,NY,CND,AAM,09/2013-AR,,"10,719"
Dirt Magazine,Straus Newspapers,Chester,NY,WKL,CAC,06/2013-AR,,"20,400"
Dispatch,Halifax Media Holdings LLC,Lexington,NC,CND,AAM,12/2013-AR,,"7,163"
The Dispatch/Rock Island Argus,Small Newspaper Group Inc.,Moline,IL,DLY,CAC,03/2013-AR,"41,161","37,630"
Dominion Post,"WV Newspaper Publishing Company, Inc.",Morgantown,WV,CND,AAM,03/2013-AR,"23,541","20,246"
Dorchester Banner,Independent Newsmedia Inc USA,Cambridge,MD,WKL,CAC,12/2012-AR,,"2,489"
